stock_code,corp_code,corp_name
005160,00172680,동국산업
005180,00124726,빙그레
005190,00116356,동성화학
005250,00108135,녹십자홀딩스
005270,00109019,아이엠뱅크
005280,00124106,부산은행
005290,00118804,동진쎄미켐
005300,00120571,롯데칠성음료
005320,00168331,온타이드
005330,00106650,카스코
005350,00123648,심팩인더스트리
005360,00121288,모나미
005380,00164742,현대자동차
005390,00136341,신성통상
005420,00160302,코스모화학
005430,00156691,한국공항
005440,00105280,현대지에프홀딩스
005450,00173740,신한
005490,00155319,POSCO홀딩스
0054V0,01931585,엔에이치스팩32호
005500,00128412,삼진제약
005560,00140362,제이에스전선
005600,00149840,중앙제지
005610,00125530,SPC삼립
005620,00110495,대성합동지주
005670,00165103,푸드웰
005680,00127200,삼영전자공업
005690,00145163,파미셀
005710,00111874,대원산업
005720,00167192,넥센
005740,00153126,크라운해태홀딩스
005750,00109754,대림바스
005760,00165200,위너스인프라인
005800,00136624,신영와코루
005810,00155531,풍산홀딩스
005820,00143794,원림
005830,00159102,DB손해보험
005850,00125521,에스엘
005860,00162911,한일사료
005870,00111421,휴니드테크놀러지스
005880,00113535,대한해운
005890,00162142,동원증권
005900,00117072,동양건설산업
005930,00126380,삼성전자
005940,00120182,NH투자증권
005950,00145552,이수화학
005960,00115612,동부건설
005980,00133238,성지건설
005990,00120924,매일홀딩스
006040,00118026,동원산업
006050,00104537,국영지앤엠
006060,00166227,화승인더스트리
006070,00106508,기린
006090,00141875,사조오양
006110,00126779,삼아알미늄
006120,00131832,SK디스커버리
006140,00155735,피제이전자
006150,00136217,한메엔에스
006200,00159254,한국전자홀딩스
006210,00142698,휴리프
006220,00148832,제주은행
006250,00105165,극동전선
006260,00105952,LS
006280,00129679,녹십자
006340,00260392,대원전선
006350,00147295,전북은행
006360,00120030,GS건설
006370,00108977,대구백화점
006380,00159810,카프로
006390,00164672,한일현대시멘트
006400,00126362,삼성SDI
006440,00162780,한일건설
006490,00122825,인스코비
006570,00109824,대림통상
006580,00111227,대양제지공업
006600,00116499,동신제약
006620,00114686,동구바이오제약
006650,00260383,대한유화
006660,00126201,삼성공조
006730,00130383,서부T&D
006740,00141404,블루산업개발
006750,00101992,센추리
006800,00111722,미래에셋증권
006840,00125080,AK홀딩스
006880,00136402,신송홀딩스
006890,00109161,태경케미컬
0068Y0,01933981,비엔케이제3호스팩
006910,00267881,보성파워텍
006920,00163318,모헨즈
006980,00142661,우성
007050,00128731,유리이에스
007070,00140177,GS리테일
007110,00146296,일신석재
007120,00104786,미래아이앤지
007150,00117638,동양텔레콤
007160,00124799,사조산업
007190,00137702,한솔아트원제지
0071M0,01935183,삼성스팩11호
007200,00150855,진흥저축은행
007210,00122898,벽산
007280,00124090,한국특강
0072Z0,01934935,KB제33호스팩
007310,00141529,오뚜기
007330,00124805,푸른저축은행
007340,00116949,DN오토모티브
007370,00150536,진양제약
007390,00117276,네이처셀
007460,00152385,에이프로젠
007480,00113173,대한은박지
007490,00154204,태창기업
007530,00140858,와이엠
007540,00130091,샘표
007570,00146454,일양약품
007590,00115384,동방아그로
007610,00131939,선도전기
007630,00167280,폴루스바이오팜
007640,00111014,애큐온저축은행
007660,00107613,이수페타시스
007680,00111838,대원
007690,00104388,국도화학
007700,00126487,F&F 홀딩스
007720,00104810,소노스퀘어
007770,00267979,한일화학
007800,00189343,솔로몬저축은행
007810,00152686,코리아써키트
007820,00137915,에스엠코어
007830,00124054,부산저축은행
007860,00163114,서연
007910,00108047,세원화성
007980,00154329,TP
008000,00148717,도레이케미칼
008020,00101336,경남에너지
008030,00130000,아이텍스필
008040,00137252,사조동아원
008060,00109189,대덕
008080,00126885,에스와이코퍼레이션
008110,00157104,대동전자
008120,00124577,엠소닉
008250,00145446,이건산업
008260,00116301,NI스틸
008270,00260356,산은캐피탈
008290,00144021,원풍물산
0082N0,01782183,카나프테라퓨틱스
008320,00110176,한국기술산업
008340,00133715,대주코레스
008350,00107224,남선알미늄
008370,00144012,원풍
008400,00150226,씨앤중공업
008420,00121570,문배철강
008470,00124276,부스타
008490,00131692,서흥
008500,00146542,일정실업
008540,00154189,케이비물산
008560,00163682,메리츠증권
008600,00104999,윌비스
008670,00138321,신한투자증권
008700,00138516,아남전자
008720,00127024,삼양엔텍
008730,00145260,율촌화학
008770,00165680,호텔신라
008780,00119362,아이인프라
008800,00164362,행남사
008830,00109310,대동기어
008870,00168401,금비
0088D0,01958111,메리츠제1호스팩
0088M0,01780608,메쥬
008900,00138127,티이씨앤코
008930,00161426,한미사이언스
008970,00117629,KBI동양철관
009010,00173634,에듀언스
009070,00103042,케이씨티시
009080,00154417,퍼시픽글라스
009140,00102140,경인전자
009150,00126371,삼성전기
009160,00138260,SIMPAC
009180,00140946,한솔로지스틱스
009190,00111111,대양금속
0091W0,01945339,신영스팩11호
009200,00136086,무림페이퍼
009220,00101637,그로웰전자
009240,00161693,한샘
009270,00136864,신원
009280,00130046,다함이텍
009290,00103592,광동제약
009300,00126788,삼아제약
009310,00153621,참엔지니어링
009320,00111689,아진전자부품
009360,00151614,베네데스하이텍
009380,00149248,아세아페이퍼텍
0093G0,01947072,미래에셋비전스팩8호
009410,00153861,태영건설
009420,00162586,한올바이오파마
009440,00159971,KC그린홀딩스
009450,00101488,경동나비엔
009460,00163761,한창제지
009470,00129271,삼화전기
009520,00128111,포스코엠텍
009540,00164830,HD한국조선해양
009580,00119007,무림P&P
009620,00125822,삼보산업
009680,00151128,모토닉
009690,00159908,케이엠에이치
0096B0,01946532,삼성스팩12호
0096D0,01946596,미래에셋비전스팩9호
009720,00159175,한국전기초자
009730,00116426,이렘
009760,00159874,한국지주
009770,00128227,삼정펄프
009780,00121154,엠에스씨
009790,00130037,휴닉스
0097F0,01949469,미래에셋비전스팩10호
009810,00103130,플레이그램
009830,00162461,한화솔루션
009890,00120960,맥슨텔레콤
0098T0,01949140,교보19호스팩
009900,00173078,명신산업
009940,00110981,대아리드선
009970,00140964,영원무역홀딩스
0099W0,01948220,미래에셋비전스팩11호
0099X0,01949584,IBKS제25호스팩
010040,00160205,한국내화
010050,00104102,우리종합금융
010060,00148896,OCI홀딩스
010090,00164308,이마트에브리데이
010100,00160418,한국무브넥스
010120,00105855,엘에스일렉트릭
010130,00102858,고려아연
010140,00126478,삼성중공업
010150,00159926,포스코티엠씨
010170,00113261,대한광통신
0101C0,01949195,하나36호스팩
010200,00105183,극동제혁
010240,00167031,흥국
010280,00138303,아이티센엔텍
010400,00143262,우진아이엔에스
010420,00103626,한솔피엔에스
010460,00156521,화인자산관리
010470,00141671,오리콤
010520,00164469,현대하이스코
010580,00147860,에스엠벡셀
0105P0,01954832,유진스팩12호
010600,00141273,웰바이오텍
010620,00164609,에이치디현대미포
010640,00160375,진양폴리우레탄
010660,00166500,화천기계
010670,00268437,나노트로닉스
010690,00166315,화신
010730,00105509,금강화섬
010770,00155124,평화홀딩스
010780,00115977,아이에스동서
010820,00148522,퍼스텍
010950,00138279,S-Oil
010960,00128980,삼호개발
011000,00118521,진원생명과학
011020,00152950,코오롱유화
011040,00101549,경동제약
011050,00159281,케드콤
011070,00105961,LG이노텍
011080,00142713,형지I&C
011090,00139764,에넥스
011150,00129013,CJ씨푸드
011160,00102760,두산건설
011170,00165413,롯데케미칼
011200,00164645,HMM
011210,00106623,현대위아
011230,00129280,삼화전자공업
011280,00153524,태림포장
011300,00132868,성안머티리얼스
011320,00147152,유니크
011330,00137207,유니켐
011370,00131504,서한
011390,00124027,부산산업
011400,00173069,아진카인텍
011420,00129554,갤럭시아에스엠
011500,00160861,한농화성
011560,00133876,세보엠이씨
0115H0,01957909,삼성스팩13호
011690,00144720,와이투솔루션
011700,00162072,한신기계공업
011720,00164955,현대페인트
011760,00164812,현대코퍼레이션
011780,00106368,금호석유화학
011790,00139889,SKC
011800,00122436,배명금속
011810,00138297,STX
011930,00136271,신성이엔지
012030,00163345,DB
012090,00133034,성원건설
0120G0,01965333,삼양바이오팜
012160,00141477,영흥
012170,00145437,아센디오
012200,00102618,계양전기
012210,00125664,삼미금속
012250,00142591,셰프라인
012280,00141413,영화금속
012320,00143527,경동인베스트
012330,00164788,현대모비스
012340,00105040,뉴인텍
012400,00153551,허메스홀딩스
012410,00102645,글로스텍
012420,00161639,메리츠종합금융
012450,00126566,한화에어로스페이스
012460,00143013,우영
012510,00172291,더존비즈온
012580,00132488,신세계톰보이
012600,00151863,청호ICT
012610,00102113,경인양행
012620,00143907,원일특강
012630,00164636,HDC
012650,00138206,쌍용건설
012690,00173102,모나리자
0126Z0,01965324,삼성에피스홀딩스
012700,00117708,리드코프
012720,00100957,건영
012750,00158501,에스원
012760,00116806,하스코
012790,00137058,신일제약
012800,00112651,대창
012860,00137234,모베이스전자
012990,00120100,LG석유화학
013000,00134176,세우글로벌
013030,00165060,하이록코리아
0130H0,01965698,엔에이치스팩33호
013120,00117966,동원개발
013200,00142564,우방
013240,00134051,셀런
013310,00139083,아진산업
013340,00138695,뉴아세아
013360,00146232,일성건설
013450,00165529,동성하이켐
013520,00166272,화승코퍼레이션
013570,00117179,디와이
013580,00102432,계룡건설산업
013650,00114321,데코
013700,00129420,까뮤이앤씨
013720,00151605,THE CUBE&
013780,00267951,아큐텍
013810,00136165,스페코
013870,00156354,지엠비코리아
013890,00150633,지누스
013990,00138446,아가방컴퍼니
014010,00111591,인터피온반도체
014100,00267854,메디앙스
014130,00129509,한익스프레스
014160,00111458,대영포장
014190,00128175,원익큐브
014200,00103635,광림
014280,00105299,금강공업
014300,00132114,선진지주
014350,00136970,신일건업
014420,00128953,프로비타
014440,00140779,영보화학
014470,00243067,부방
014530,00105156,극동유화
014570,00103015,고려제약
014580,00122481,태경비케이
014590,00106456,지앤엘
014620,00132318,성광벤드
014680,00140955,한솔케미칼
014710,00124780,사조씨푸드
014790,00161116,HL D&I
014820,00132637,동원시스템즈
014830,00159786,유니드
014900,00125929,에스컴
014910,00132628,성문전자
014940,00141608,오리엔탈정공
014950,00127875,삼익제약
014970,00125488,삼륭물산
014990,00106881,인디에프
015020,00134565,이스타코
015050,00140919,엘트온
015110,00149664,중앙건설
015170,00149877,중앙바이오텍
015200,00133089,성원
015230,00112679,대창단조
015260,00143314,에이엔피
015350,00123967,부산도시가스
015360,00105101,INVENI
015390,00191108,엘앤씨피
015540,00108065,에코바이브
015590,00108746,DKME
015670,00150183,AP우주통신
015710,00187725,코콤
015750,00132992,성우하이텍
015760,00159193,한국전력공사
015860,00146649,일진홀딩스
015890,00153339,태경산업
015940,00114303,엘지데이콤
016040,00165565,디에스피이엔티
016090,00113614,대현
016100,00180263,리더스코스메틱
016140,00131328,두함지개발
016160,00109648,오라바이오틱스
016170,00130949,카카오엠
016250,00141246,SGC E&C
016360,00104856,삼성증권
016380,00115676,KG스틸
016420,00116860,NH농협증권
016450,00161976,한세예스24홀딩스
016510,00173333,현대DSF
016560,00130815,서울상호저축은행
016570,00154392,에스트라
016580,00166573,환인제약
016590,00135777,신대양제지
016600,00267942,큐캐피탈
016610,00115694,DB증권
016670,00125725,디모아
016710,00108940,대성홀딩스
016740,00119672,두올
016790,00164618,현대사료
016800,00161709,퍼시스
016830,00161444,한국씨티은행
016880,00143651,웅진
016890,00111829,대웅바이오
016920,00152260,카스
016970,00140353,씨크롭
016990,00105767,LG마이크론
017000,00136925,신원종합개발
017010,00158839,제너비오믹스
017040,00103662,광명전기
017050,00136554,스타맥스
017160,00103121,세븐코스프
017170,00188946,훈영
017180,00121039,명문제약
017250,00145914,인터엠
017300,00152631,에이치비이에너지
017370,00142883,우신시스템
017390,00130684,서울도시가스
017480,00128926,삼현철강
017510,00133751,세명전기
017550,00135111,수산세보틱스
017650,00109781,대림제지
017670,00159023,SK텔레콤
017680,00112819,데코앤에프
017800,00164724,현대엘리베이터
017810,00155355,풀무원
017860,00108612,DS단석
017890,00158565,한국알콜
017900,00152729,광전자
017940,00165583,E1
017960,00159795,한국카본
018000,00144243,유니슨
018120,00170877,진로발효
018180,00153852,텔슨정보통신
018250,00139454,애경산업
018260,00126186,삼성에스디에스
018290,00150165,브이티
018310,00125646,삼목에스폼
018410,00174475,현대금속
018470,00149239,조일알미늄
018500,00118008,동원금속
018620,00103547,우진비앤지
018670,00144164,SK가스
018680,00131018,서울제약
018700,00122205,바른손
018880,00161125,한온시스템
018890,00101947,브이오산업
019010,00267906,베뉴지
019120,00173324,경윤하이드로에너지
019170,00137359,신풍제약
019180,00118965,티에이치엔
019210,00139719,와이지-원
019260,00162577,셀텍
019300,00118460,태림페이퍼
019430,00267809,위더스기술금융
019440,00133991,세아특수강
019490,00156150,엑시큐어하이트론
019540,00146560,일지테크
019550,00156910,SBI인베스트먼트
019560,00162081,한국투자파트너스
019570,00110750,플루토스
019590,00136642,에스유앤피
019640,00167378,희훈디앤지
019660,00159731,글로본
019680,00108913,대교
019770,00153278,서연탑메탈
019930,00106483,기라정보통신
019990,00169215,에너토크
020000,00188089,한섬
020070,00154727,에버리소스
020120,00140131,키다리스튜디오
020150,00113997,롯데에너지머티리얼즈
020180,00110875,대신정보통신
020400,00191287,대동금속
020560,00138792,아시아나항공
020710,00170026,시공테크
020760,00198697,일진디스플
021040,00166175,대호특수강
021050,00131197,서원
021060,00161301,한림창업투자
021080,00161462,에이티넘인베스트
021240,00170558,코웨이
021320,00105466,KCC건설
021570,00139418,알루코
021650,00160010,한국큐빅
021820,00134316,세원정공
021880,00136101,메이슨캐피탈
021960,00161408,케이비캐피탈
022100,00155212,포스코DX
022220,00140061,티케이지애강
022520,00186540,코오롱아이넷
023000,00191588,삼원강재
023020,00198572,동양매직
023150,00121534,MH에탄올
023160,00153375,태광
023350,00159500,한국종합기술
023410,00184667,유진기업
023420,00144933,유진종합개발
023430,00100717,아이이
023440,00148531,제이스코홀딩스
023450,00115065,동남합성
023460,00149266,씨앤에이치
023530,00120526,롯데쇼핑
023590,00176914,다우기술
023600,00125938,삼보판지
023670,00104892,알이네트웍스
023760,00149594,한국캐피탈
023770,00138367,플레이위드
023790,00172945,동일스틸럭스
023800,00103510,인지컨트롤스
023810,00180795,인팩
023890,00159290,한국아트라스비엑스
023900,00155452,풍국주정
023910,00113128,대한약품
023960,00121969,에쓰씨엔지니어링
024060,00167004,흥구석유
024070,00142865,WISCOM
024090,00177199,디씨엠
024100,00174129,제일저축은행
024110,00149646,기업은행
024120,00157539,KB오토시스
024660,00156044,하림홀딩스
024720,00203290,콜마홀딩스
024740,00162832,한일단조
024800,00173999,유성티엔에스
024810,00145738,이화전기공업
024830,00173591,세원물산
024840,00158024,KBI메탈
024850,00155586,HLB이노베이션
024870,00144562,유성티에스아이
024880,00157636,케이피에프
024890,00112022,대원화성
024900,00114154,디와이덕양
024910,00102353,경창산업
024940,00133557,PN풍년
024950,00128607,삼천리자전거
025000,00191472,KPX케미칼
025270,00124018,부산방직공업
025320,00203023,시노펙스
025340,00116073,그린기술투자
025440,00110583,DH오토웨어
025450,00173254,한마음상호저축은행
025460,00197324,팬텀엔터테인먼트그룹
025530,00181943,에스제이엠홀딩스
025540,00157070,한국단자공업
025550,00158015,한국선재
025560,00197759,미래산업
025610,00104704,한국저축은행
025620,00136776,차AI헬스케어
025690,00203458,동방라이텍
025750,00203582,한솔홈데코
025770,00159342,한국정보통신
025820,00145464,이구산업
025830,00160445,한국합섬
025850,00160612,한화화인케미칼
025860,00107987,남해화학
025870,00136004,신라에스지
025880,00101752,케이씨피드
025890,00159564,한국주강
025900,00173032,동화기업
025920,00183914,우경
025930,00207542,팬택자산관리
025950,00116408,동신건설
025970,00114215,알덱스
025980,00161781,아난티
026040,00120289,제이에스티나
026150,00186939,특수건설
026180,00200956,현대정보기술
026220,00133317,에스티씨라이프
026230,00113632,아이디에이치
026250,00127370,삼우이엠씨
026260,00207223,위너지스
026540,00114826,제일창업투자
026870,00112907,코원에너지서비스
026890,00117498,스틱인베스트먼트
026910,00104120,광진실업
026940,00123781,부국철강
026960,00144395,동서
026970,00110060,대백저축은행
027040,00130587,서울전자통신
027050,00152589,코리아나
027350,00208374,텔슨전자
027360,00156895,아주IB투자
027390,00117258,한화갤러리아타임월드
027410,00219097,BGF
027440,00172103,코리아이앤디
027580,00129615,상보
027700,00110079,대백쇼핑
027710,00192499,팜스토리
027740,00204208,마니커
027830,00109037,대성창투
027840,00156734,한국고덴시
027970,00133706,한국제지
028040,00111865,미래SCI
028050,00126308,삼성E&A
028080,00219440,휴맥스홀딩스
028090,00121251,네오퍼플
028100,00178754,동아지질
028150,00207755,지에스홈쇼핑
028260,00149655,삼성물산
028300,00199252,HLB
028670,00122737,팬오션
029460,00209780,케이씨
029480,00186452,광무
029530,00135795,신도리코
029780,00126292,삼성카드
029960,00197476,코엔텍
030000,00148276,제일기획
030030,00200761,중앙디자인
030190,00158325,NICE평가정보
030200,00190321,케이티
030210,00156859,다올투자증권
030270,00100258,에스마크
030350,00230036,드래곤플라이
030390,00268020,쏠라엔텍
030420,00228916,디패션
030520,00204262,한글과컴퓨터
030530,00216647,원익홀딩스
030610,00113359,교보증권
030720,00118044,동원수산
030790,00273615,비케이탑스
030950,00123514,보진재
030960,00139685,양지사
031150,00104467,국민은행
031210,00112998,서울보증보험
031310,00200910,아이즈비전
031330,00128661,에스에이엠티
031390,00198378,녹십자셀
031430,00234412,신세계인터내셔날
031440,00274933,신세계푸드
031510,00175173,오스템
031800,00267997,에스티앤아이
031820,00186559,아이티센씨티에스
031860,00180865,디에이치엑스컴퍼니
031920,00136095,조은저축은행
031950,00130860,에듀패스
031960,00267775,동산진흥
031970,00218654,엠바이엔
031980,00208444,피에스케이홀딩스
031990,00110307,대선조선
032030,00107358,일공공일안경콘택트
032040,00173731,씨앤에스자산관리
032050,00194372,후야인포넷
032080,00201131,아즈텍WB
032150,00148188,으뜸상호저축은행
032180,00145534,이수세라믹
032190,00238782,다우데이타
032280,00127909,삼일
032290,00183215,케이디지엠텍
032300,00187770,한국파마
032350,00231372,롯데관광개발
032380,00231521,핸디소프트
032390,00244871,케이티프리텔
032420,00229818,터보테크
032500,00226352,케이엠더블유
032540,00201733,TJ미디어
032560,00218575,황금에스티
032570,00101442,카라반케이디이
032580,00189538,피델릭스
032590,00119733,엔토리노
032600,00231567,애드모바일
032610,00179832,에스오케이
032620,00220057,유비케어
032640,00231363,LG유플러스
032680,00204226,소프트센
032710,00307897,신한카드
032750,00173351,삼진
032790,00110884,엠젠솔루션
032800,00231691,판타지오
032820,00231044,우리기술
032830,00126256,삼성생명
032850,00231707,비트컴퓨터
032860,00205687,더라미
032930,00200798,에이스앤파트너스
032940,00210980,원익
032960,00199076,동일기연
032980,00232089,바이온
033020,00206084,세아메탈
033030,00232317,지오엠씨
033050,00222435,제이엠아이
033100,00185356,제룡전기
033110,00194275,코너스톤네트웍스
033130,00231442,디지틀조선
033160,00121686,엠케이전자
033170,00158219,시그네틱스
033180,00193009,케이에이치필룩스
033190,00130204,폴켐
033200,00241209,모아텍
033210,00267793,삼화기연
033220,00107303,피엔에스커튼월
033230,00229021,인성정보
033240,00146861,자화전자
033250,00125576,체시스
033260,00225140,쌈지
033270,00158963,유나이티드
033280,00206127,어울림엘시스
033290,00155948,로젠
033310,00143226,엠투엔
033320,00223513,제이씨현시스템
033330,00119423,두림티앤씨
033340,00205003,좋은사람들
033430,00244419,디에스티
033500,00231105,동성화인텍
033530,00134510,SJG세종
033540,00105138,파라텍
